Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Comptable experimente,BOLONI,Comptabilité / Gestion / Audit,Casablanca,"- bac +3 / bac +5 en comptabilite, finance ou gestion - experience confirmee en tant que comptable dans une fiduciaire ou societe minimum 3 ans. - maitrise des normes comptables et fiscales - bonne maitrise des outils comptables et excel - rigueur, organisation et sens des responsabilites - capacite danalyse et de management nous offrons : - package attractif selon profil - environnement de travail structure et evolutif - poste a responsabilites avec impact direct sur l","confirmee en tant que comptable dans une fiduciaire ou societe minimum 3 ans. - maitrise des normes comptables et fiscales - bonne maitrise des outils comptables et excel - rigueur, organisation et sens des responsabilites - capacite danalyse et de management nous offrons : - package attractif selon profil - environnement de travail structure et evolutif - poste a responsabilites avec impact direct sur l",CDI,28 Apr-12:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361607/COMPTABLE-EXPERIMENTE.html
Opérateur(trice),,Autre,Tout le Maroc,"niveau bac ou bac+2 une premiere experience en milieu industriel souhaitable serieux(se), rigoureux(se) et ponctuel(le) capacite a travailler en equipe","en milieu industriel souhaitable serieux(se), rigoureux(se) et ponctuel(le) capacite a travailler en equipe",Interim,28 Apr-11:58,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370859/Opérateur(trice).html
Assistante achat,equipement industrielle,Industrie / Ingénierie / Energie,Casablanca,,,CDD,28 Apr-11:58,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370852/assistante-achat.html
Animateur secteur (commercial terrain h/f),,(commercial terrain h/f) a casablanca,Casablanca,"aisance avec les outils digitaux (smartphones, applications metiers, gps) savoir-etre : debrouillardise, excellent relationnel, integrite et sens du resultat disponibilite et flexibilite horaire","150 a 200 points de vente afin de developper les ventes (recharges, paiement de factures, sim data) gestion financiere (cash",,28 Apr-11:58,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370850/Animateur-Secteur-(Commercial-Terrain-HF).html
Commerciale bureau,AM PROD,Commercial / Vente,Casablanca,,"au moins 2 ans , les interesses envoient leurs cv , merci",CDI,28 Apr-11:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368364/Commerciale-Bureau.html
Technico-commerciaux / mohammedia et casablanca,Confidentiel,Industrie / Ingénierie / Energie,Mohammedia,,"reussie de 3 a 8 ans dans un poste similaire ou proche, en matiere de commercialisation soit dequipements, de consommables industrielles, de produits chimiques, ou projets techniques. ainsi, vos activites principales seront de : identifier de nouvelles opportunites commerciales dans les secteurs cibles. construire et developper un portefeuille clients durable via une prospection structuree et ciblee. organiser des visites clients regulieres afin de comprendre leurs besoins et proposer des solutions adaptees. assurer une presence terrain importante et developper une relation de proximite avec les clients. elaborer les offres commerciales et propositions techniques en collaboration avec lequipe avant-vente. assurer une veille concurrentielle active et proposer des actions damelioration des services. communiquer des reportings hebdomadaires sur les actions commerciales. package attractif",CDI,28 Apr-11:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368363/Technico-Commerciaux-Mohammedia-et-Casablanca.html
Conducteur de travaux,JALIL,Immobilier,Casablanca,requises - diplome bac+3en genie civil ou btp - experience minimum de 3 ans en conduite de travaux - bonne connaissance des techniques de construction - maitrise de la lecture de plans et metres - connaissance des reglementations btp - gestion de chantier - management dequipes - planification et organisation - gestion budgetaire - sens des responsabilites et reactivite,minimum de 3 ans en conduite de travaux - bonne connaissance des techniques de construction - maitrise de la lecture de plans et metres - connaissance des reglementations btp - gestion de chantier - management dequipes - planification et organisation - gestion budgetaire - sens des responsabilites et reactivite,CDI,28 Apr-11:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10361172/conducteur-de-travaux.html
Poseur cuisine,ixina,Construction / Btp,Marrakech,,"dans un poste similaire, la ponctualite, le serieux et lesprit dequipe. nous recherchons une personne avec une bonne condition physique, rigoureuse et precise avec une bonne capacite a sadapter. personne non serieuse sabstenir ! .",CDI,28 Apr-11:50,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362043/POSEUR-CUISINE.html
Bagagiste anglophone – hôtel 5★ à casablanca,BEST PROFIL,Tourisme / Hôtellerie / Restauration,Casablanca,"experience prealable dans un poste similaire, idealement en hotellerie haut de gamme excellente presentation et sens du service client bon niveau en anglais exige (une autre langue est un atout) dynamique, courtois, organise et reactif capacite a travailler en equipe et sous pression conditions : poste base a casablanca environnement de travail prestigieux remuneration attractive selon profil","prealable dans un poste similaire, idealement en hotellerie haut de gamme excellente presentation et sens du service client bon niveau en anglais exige (une autre langue est un atout) dynamique, courtois, organise et reactif capacite a travailler en equipe et sous pression conditions : poste base a casablanca environnement de travail prestigieux remuneration attractive selon profil",Interim,28 Apr-11:49,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370842/Bagagiste-Anglophone-–-Hôtel-5★-à-Casablanca.html
Responsable des achats,---,Autre,Casablanca,"maitrise des procedures d'achat, des outils informatiques/erp, forte capacite de negociation",minimum 5 ans d'experience dans un poste similaire.,CDI,28 Apr-11:49,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370835/Responsable-des-achats.html
Infirmière-préleveuse laboratoire d'analyses médic,IMMCELL,Santé / Médical,Rabat,,"confirmee des prelevements adultes, enfants et nouveaux nes ainsi que des enregistrements de dossiers de patients de preference sur le logiciel kalisil. la candidate doit avoir une excellente capacite relationnelle, une presentation impeccable et maitriser la langue francaise. poste cdi apres periode d'essai.",A discuter,28 Apr-11:45,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368950/Infirmière-préleveuse-Laboratoire-dAnalyses-Médic.html
Manutentionnaire à ain harrouda,Confidentiel,Transport / Achat / Logistique,Casablanca,,"en entrepot est un plus (non obligatoire).nous vous proposons un cadre de travail agreable et challengeant, avec une gestion de carriere au point et une declaration aupres des organismes sociaux a partir du 1er mois d'integration. si votre profil correspond aux criteres demandes, priere de nous transmettre votre candidature via ce site. dans l'attente de vous lire",A discuter,28 Apr-11:37,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10295398/Manutentionnaire-à-Ain-Harrouda.html
Candidature - technicien topographe,foncière alia,Immobilier,Rabat,formation en topographie (technicien specialise ou equivalent) 3 ans dexperience minimum en topographie ou vrd qualites requises rigueur et precision autonomie sur le terrain sens de lanalyse reactivite et capacite a remonter les in,minimum en topographie ou vrd qualites requises rigueur et precision autonomie sur le terrain sens de lanalyse reactivite et capacite a remonter les in,CDI,28 Apr-11:35,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366063/Candidature-Technicien-Topographe.html
Agent de sécurité,,Sécurité / Surveillance / Gardiennage,Marrakech,,,A discuter,28 Apr-11:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10341434/Agent-de-sécurité.html
Agent de lingerie,BEINTERIM,Tourisme / Hôtellerie / Restauration,Marrakech,"experience souhaitee dans un poste similaire, idealement en hotellerie. sens de lorganisation et rigueur. rapidite dexecution.","souhaitee dans un poste similaire, idealement en hotellerie. sens de lorganisation et rigueur. rapidite dexecution.",Interim,28 Apr-11:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370821/AGENT-DE-LINGERIE.html
Chargée d'accueil - intérim - bouskoura,Confidentiel,Automobile,Casablanca,,,Interim,28 Apr-11:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370824/Chargée-daccueil-Intérim-Bouskoura.html
Pompistes agadir,BEST PROFIL,Autre,Agadir,,"confirmee en tant que pompiste ou dans un role similaire dans une station-service. connaissance approfondie des produits petroliers et des procedures de securite. capacite a manipuler et a gerer les equipements de distribution de carburant. disponibilite pour travailler en horaires decales, y compris les week-ends et les jours feries.",Interim,28 Apr-11:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370820/POMPISTES-AGADIR.html
Aide opérateur - bernoussi / sidi moumen,RH,Industrie / Ingénierie / Energie,Casablanca,,,Interim,28 Apr-11:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10284924/Aide-opérateur-bernoussi-sidi-moumen.html
Agent administratif bls,SARL,Entreprise / Import / Export,Casablanca,,"dans un poste similaire est souhaitee. - bonne maitrise des outils bureautiques (excel, word). - rigueur, organisation et sens du detail. lieu : casablanca",CDI,28 Apr-11:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370819/Agent-administratif-BLs.html
Caissier / caissière,Anonyme,Grande Distribution,Casablanca,"formation en commerce, gestion ou equivalent. premiere experience en caisse ou en relation client souhaitee. sens du service, rigueur et bonne presentation. aisance relationnelle et capacite a travailler en equipe.","en caisse ou en relation client souhaitee. sens du service, rigueur et bonne presentation. aisance relationnelle et capacite a travailler en equipe.",A discuter,28 Apr-11:31,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370818/Caissier-Caissière.html
Assistante import,confidentiel,Entreprise / Import / Export,Casablanca,diplome : bac+4 en commerce international - experience : minimum 2 ans dans le,minimum 2 ans dans le,A discuter,28 Apr-11:31,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370817/assistante-import.html
Commercial terrain,SARL,Entreprise / Import / Export,Casablanca,"formation technique ou commerciale experience reussie dans la vente b2b, (idealement dans le bois ou les materiaux de construction) excellentes qualites relationnelles et sens du service client. gout du challenge, autonomie et rigueur. nous offrons une remuneration attractive (fixe + variable selon performances). vehicule de","reussie dans la vente b2b, (idealement dans le bois ou les materiaux de construction) excellentes qualites relationnelles et sens du service client. gout du challenge, autonomie et rigueur. nous offrons une remuneration attractive (fixe + variable selon performances). vehicule de",CDI,28 Apr-11:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370816/Commercial-Terrain.html
Opérateurs/opératrices de câblage automobile,SEWS MAROC Ain Aouda,Industrie / Ingénierie / Energie,Temara,,45 ans,Anapec,28 Apr-11:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10348112/OpérateursOpératrices-de-Câblage-Automobile.html
Commis/coursier en douane,TRANSPORTEC,Entreprise / Import / Export,Casablanca,- experience confirmee dans le,confirmee dans le,CDI,28 Apr-11:30,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10366843/COMMISCOURSIER-EN-DOUANE.html
Assistante back office agadir,BEST PROFIL,Autre,Agadir,,"confirmee en gestion administrative et back office. maitrise des outils bureautiques (word, excel, powerpoint) et des logiciels de gestion. excellente maitrise du francais et de l'anglais, a l'oral comme a l'ecrit. capacite a gerer plusieurs dossiers simultanement et a respecter les delais. sens de l'organisation, rigueur et attention aux details. capacite a travailler en equipe et a communiquer efficacement.",Interim,28 Apr-11:26,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370814/ASSISTANTE-BACK-OFFICE-AGADIR.html
Superviseur rh,GRH MAROC,Ressources Humaines / Recrutement / Intérim,Casablanca,"bac+2 minimum (gestion, rh ou equivalent) serieux, ponctuel et organise bonne presentation et excellent relationnel sens des responsabilites permis de conduire souhaite (un atout) conditions",,CDI,28 Apr-11:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370812/Superviseur-RH.html
Chargée des opérations,Z-Evolution,Santé / Médical,Rabat,,s de moins d'un an sur la,Anapec,28 Apr-11:25,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10368320/Chargée-des-opérations.html
Aide livreur permis c à casablanca,Anonyme,Grande Distribution,Casablanca,- niveau bac ou plus - permis de conduire type c - experience obligatoire dans un poste similaire nhesitez pas a envoyer vos cv.,obligatoire dans un poste similaire nhesitez pas a envoyer vos cv.,A discuter,28 Apr-11:24,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10370808/Aide-livreur-permis-C-à-Casablanca.html
