Titre du poste,Entreprise,Secteur d'activite,Localisation geographique,Competences requises,Niveau d'experience requis,Type de contrat,Date de publication,URL source de l'offre
Peintre automobile débutant,MFE,Automobile,Casablanca,"diplome en carrosserie / peinture automobile debutant accepte serieux, motive et rigoureux conditions : lieu : casablanca",,Interim,29 Apr-8:16,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371418/Peintre-Automobile-Débutant.html
Technicien topographe,SI,Construction / Btp,Beni Mellal,,dans les etudes topographiques des pistes et des routes.,A discuter,28 Apr-23:33,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371358/Technicien-topographe.html
Chauffeur de camion,Maroc Express,Transport / Achat / Logistique,Casablanca,,,Interim,28 Apr-18:57,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10356906/Chauffeur-de-Camion.html
Préparateur de commandes à had soualem,Confidentiel,Transport / Achat / Logistique,Casablanca,"experience souhaitee en preparation de commandes ou en logistique rigueur, rapidite et sens de lorganisation capacite a travailler en equipe et a gerer la cadence residence a had soualem ou a proximite souhaitee","souhaitee en preparation de commandes ou en logistique rigueur, rapidite et sens de lorganisation capacite a travailler en equipe et a gerer la cadence residence a had soualem ou a proximite souhaitee",A discuter,28 Apr-17:41,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371214/Préparateur-de-commandes-à-had-soualem.html
Coordinateur de maintenance (parc auto),Confidentiel,Transport / Achat / Logistique,Tanger,"bac+2/3 bts experience en maintenance automobile, idealement sur parc auto. bon relationnel pour gerer les interactions avec clients et prestataires. organisation, rigueur et capacite a gerer plusieurs taches simultanement. sens de linitiative et esprit dequipe","en maintenance automobile, idealement sur parc auto. bon relationnel pour gerer les interactions avec clients et prestataires. organisation, rigueur et capacite a gerer plusieurs taches simultanement. sens de linitiative et esprit dequipe",CDI,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371213/Coordinateur-de-Maintenance-(parc-auto)-Tanger.html
Contrôleur à tit melil,Confidentiel,Transport / Achat / Logistique,Casablanca,niveau detudes : bac + 2 ou plus.,,A discuter,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371210/Contrôleur-à-Tit-melil.html
Inventoriste à,Confidentiel,Transport / Achat / Logistique,Casablanca,"bac+2 (logistique, gestion, ou equivalent) experience souhaitee dans un poste similaire maitrise des outils informatiques sens de lorganisation, rigueur et precision","souhaitee dans un poste similaire maitrise des outils informatiques sens de lorganisation, rigueur et precision",A discuter,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371209/Inventoriste-à-Casablanca.html
Cariste avec permis caces à tit melil,Confidentiel,Transport / Achat / Logistique,Casablanca,,,A discuter,28 Apr-17:39,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371208/Cariste-avec-permis-CACES-à-Tit-melil.html
Agents de maintenance climatisation / frigoriste,Confidentiel,Maintenance / Entretien,Casablanca,"formation en electricite, plomberie ou climatisation (niveau technicien ou equivalent). une premiere experience en maintenance est souhaitable. sens de lorganisation, reactivite et esprit dequipe. capacite a intervenir rapidement en cas de panne.","en maintenance est souhaitable. sens de lorganisation, reactivite et esprit dequipe. capacite a intervenir rapidement en cas de panne.",CDI,28 Apr-17:35,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371207/Agents-de-maintenance-climatisation-frigoriste.html
Agent de saisie shift nuit,confidentiel,Accueil / Secrétariat / Administration,Casablanca,,en saisie est souhaitee. disponibilite pour le travail de nuit indispensable. poste a pourvoir rapidement.,CDI,28 Apr-17:24,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371199/Agent-de-Saisie-Shift-Nuit.html
Chargé de traitement bancaire,prestation de service,Banque / Finance / Assurance,Casablanca,"bac +3 a bac +5 en audit, finance, gestion, commerce ou economie excellentes capacites de communication et aisance au telephone bonne elocution et bon niveau en francais sens du relationnel et de lecoute des connaissances en credit immobilier sont un atout","3 a bac +5 en audit, finance, gestion, commerce ou economie excellentes capacites de communication et aisance au telephone",A discuter,28 Apr-17:24,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10358772/chargé-de-traitement-bancaire.html
Agent de nettoyage ain diab,DAMA,Autre,Casablanca,-experience dans le,dans le,Interim,28 Apr-17:23,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371196/Agent-de-nettoyage-Casablanca-Ain-Diab.html
Animateur(trice) de vente à marrakech,Anonyme,Commercial / Vente,Casablanca,"en communication et sens du service client. dynamisme, motivation et esprit dequipe. disponibilite selon les horaires du centre commercial. lieu de travail : marrakech type de","dans la vente ou le conseil client, idealement en librairie ou rayon livres. bonnes",Anapec,28 Apr-16:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371164/Animateur(trice)-de-Vente-à-Marrakech.html
Technicien laboratoire,manpower,Biologie / Chimie / Pharmaceutique,Casablanca,"diplome de technicien en chimie, genie chimique ou equivalent une premiere experience en laboratoire (idealement dans le",en laboratoire (idealement dans le,Interim,28 Apr-16:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371163/technicien-laboratoire.html
Agent de securite,,Sécurité / Surveillance / Gardiennage,Bouskoura,", veuillez nous transmettre votre cv via ce site marocannonces",prealable dans le,,28 Apr-16:52,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371162/AGENT-DE-SECURITE-–-BOUSKOURA.html
Cariste à dar bouazza,manpower,Autre,Casablanca,"titulaire dun caces (chariot elevateur) en cours de validite experience prealable en tant que cariste souhaitee serieux(se), rigoureux(se) et ponctuel(le) bonne condition physique conditions","prealable en tant que cariste souhaitee serieux(se), rigoureux(se) et ponctuel(le) bonne condition physique conditions",Interim,28 Apr-16:37,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371159/Cariste-à-dar-bouazza.html
Chaudronnier ain sebaa,Domino RH,Industrie / Ingénierie / Energie,Casablanca,"formation en chaudronnerie, construction metallique ou equivalent experience de 2 ans minimum dans un poste similaire (stage inclus) bonne capacite de lecture de plans connaissances de base en soudure",de 2 ans minimum dans un poste similaire (stage inclus) bonne capacite de lecture de plans connaissances de base en soudure,Interim,28 Apr-16:07,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10360028/Chaudronnier-–-Ain-Sebaa.html
Commercial terrain /,AFRICA STAFFING,Autre,Casablanca,"niveau bac+2 minimum en commerce, gestion ou equivalent, experience en vente terrain souhaitee (telecoms, fmcg, distribution...), bonne communication et force de persuasion, mobilite et sens de lorganisation. - lieu : casablanca et regions","en vente terrain souhaitee (telecoms, fmcg, distribution...), bonne communication et force de persuasion, mobilite et sens de lorganisation. - lieu : casablanca et regions",CDI,28 Apr-16:01,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10211176/Commercial-terrain-casablanca.html
Responsable de paie,AFRICA STAFFING,Ressources Humaines / Recrutement / Intérim,Casablanca,organisationnelles et attention particuliere aux details. une communication efficace et un sens aigu de la confidentialite.,"significative dans un role similaire, idealement dans le secteur de l'interim ou du travail temporaire excellente maitrise de la legislation marocaine en matiere de paie, securite sociale et fiscalite. solide experience avec les outils de gestion de la paie, idealement sage capacite a travailler sous pression tout en respectant des delais stricts et en garantissant une grande precision. excellentes",CDI,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10360996/Responsable-de-paie.html
Consultant comptable comptabilité française /,AFRICA STAFFING,Comptabilité / Gestion / Audit,Casablanca,"bac+3 a bac+5 en comptabilite, finance ou gestion experience de 2 a 5 ans minimum en cabinet comptable ou en",de 2 a 5 ans minimum en cabinet comptable ou en,CDI,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10199968/Consultant-comptable-comptabilité-française-casablanca.html
Responsable supply chain,Intérim,International / Télécommunication,Tanger,"formation bac+5 en logistique, supply chain ou equivalent experience confirmee dans un poste similaire (industrie ou environnement structure) bonne maitrise des outils de gestion logistique et erp excellentes capacites danalyse, dorganisation et de pilotage leadership, rigueur et sens de la performance localisation : tanger poste a pourvoir immediatement","confirmee dans un poste similaire (industrie ou environnement structure) bonne maitrise des outils de gestion logistique et erp excellentes capacites danalyse, dorganisation et de pilotage leadership, rigueur et sens de la performance localisation : tanger poste a pourvoir immediatement",CDI,28 Apr-16:00,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10351330/Responsable-Supply-Chain-Tanger.html
Licence en droit français,prestation de service,Banque / Finance / Assurance,Casablanca,,bancaire est obligatoire. ce poste vous permettra de rejoindre une equipe dynamique et de contribuer au developpement de nos activites.,A discuter,28 Apr-15:59,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10362319/Licence-en-droit-français.html
Superviseur retouche technique secteur automobil,Confidentiel,Industrie / Ingénierie / Energie,Kénitra,"- bac+2 / bac+3 en mecanique, electromecanique ou equivalent - experience de 3 a 5 ans dans un poste similaire, idealement en retouche/qualite automobile - bonne maitrise des process qualite et des outils de diagnostic - experience en management dequipe - rigueur, reactivite et sens du detail - capacite a travailler sous pression","de 3 a 5 ans dans un poste similaire, idealement en retouche/qualite automobile - bonne maitrise des process qualite et des outils de diagnostic - experience en management dequipe - rigueur, reactivite et sens du detail - capacite a travailler sous pression",CDI,28 Apr-14:55,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371052/Superviseur-Retouche-Technique-–-Secteur-Automobil.html
Superviseur d’activité secteur automobile,Confidentiel,Industrie / Ingénierie / Energie,Kénitra,"en management dequipe - sens de lorganisation, rigueur et reactivite - bon relationnel et capacite a gerer la pression","de 3 a 5 ans dans un poste similaire, idealement dans le secteur automobile",CDI,28 Apr-14:51,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371048/Superviseur-d’Activité-–-Secteur-Automobile.html
Technicien opérationnel kenitra,Confidentiel,Industrie / Ingénierie / Energie,Kénitra,"- bac+2 en maintenance industrielle, mecanique, electromecanique ou equivalent - une premiere experience dans le secteur automobile est fortement souhaitee - bonne connaissance des equipements industriels - esprit danalyse, reactivite et sens des responsabilites - capacite a travailler en equipe","dans le secteur automobile est fortement souhaitee - bonne connaissance des equipements industriels - esprit danalyse, reactivite et sens des responsabilites - capacite a travailler en equipe",CDI,28 Apr-14:49,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371044/Technicien-opérationnel-Kenitra.html
Candidature spontanée,Es Saadi Marrakech Resort,Tourisme / Hôtellerie / Restauration,Marrakech,,,CDI,28 Apr-14:48,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/10371039/Candidature-Spontanée.html
